model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapAct,,GED-Similarity
Process25,0,0,2,0,1,1,2,6,0.468085106
Process25,0,0,2,0,1,1,3,7,0.432989691
Process25,0,0,2,0,1,2,0,5,0.888888889
Process25,0,0,2,0,1,2,1,6,0.727272727
Process25,0,0,2,0,1,2,2,7,0.430107527
Process25,0,0,2,0,1,2,3,8,0.340425532
Process25,0,0,2,0,1,3,0,6,0.863157895
Process25,0,0,2,0,1,3,1,7,0.577319588
Process25,0,0,2,0,1,3,2,8,0.258823529
Process25,0,0,2,0,1,3,3,9,0.674157303
Process25,0,0,2,0,2,0,0,4,0.868686869
Process25,0,0,2,0,2,0,1,5,0.559139785
Process25,0,0,2,0,2,0,2,6,0.547368421
Process25,0,0,2,0,2,0,3,7,0.390804598
Process25,0,0,2,0,2,1,0,5,0.952380952
Process25,0,0,2,0,2,1,1,6,0.645833333
Process25,0,0,2,0,2,1,2,7,0.430107527
Process25,0,0,2,0,2,1,3,8,0.390804598
Process25,0,0,2,0,2,2,0,6,0.842105263
Process25,0,0,2,0,2,2,1,7,0.515463918
Process25,0,0,2,0,2,2,2,8,0.574257426
Process25,0,0,2,0,2,2,3,9,0.424242424
Process25,0,0,2,0,2,3,0,7,0.888888889
Process25,0,0,2,0,2,3,1,8,0.459770115
Process25,0,0,2,0,2,3,2,9,0.30952381
Process25,0,0,2,0,2,3,3,10,0.434782609
Process25,0,0,2,0,3,0,0,5,0.952380952
Process25,0,0,2,0,3,0,1,6,0.666666667
Process25,0,0,2,0,3,0,2,7,0.391752577
Process25,0,0,2,0,3,0,3,8,0.444444444
Process25,0,0,2,0,3,1,0,6,0.824742268
Process25,0,0,2,0,3,1,1,7,0.645833333
Process25,0,0,2,0,3,1,2,8,0.529411765
Process25,0,0,2,0,3,1,3,9,0.413043478
Process25,0,0,2,0,3,2,0,7,0.727272727
Process25,0,0,2,0,3,2,1,8,0.653465347
Process25,0,0,2,0,3,2,2,9,0.582524272
Process25,0,0,2,0,3,2,3,10,0.355555556
Process25,0,0,2,0,3,3,0,8,0.86
Process25,0,0,2,0,3,3,1,9,0.531914894
Process25,0,0,2,0,3,3,2,10,0.565217391
Process25,0,0,2,0,3,3,3,11,0.4
Process25,0,0,2,1,0,0,0,3,0.595744681
Process25,0,0,2,1,0,0,1,4,0.666666667
Process25,0,0,2,1,0,0,2,5,0.298850575
Process25,0,0,2,1,0,0,3,6,0.311111111
Process25,0,0,2,1,0,1,0,4,0.699029126
Process25,0,0,2,1,0,1,1,5,0.666666667
Process25,0,0,2,1,0,1,2,6,0.350515464
Process25,0,0,2,1,0,1,3,7,0.319148936
Process25,0,0,2,1,0,2,0,5,0.744680851
Process25,0,0,2,1,0,2,1,6,0.673684211
Process25,0,0,2,1,0,2,2,7,0.435643564
Process25,0,0,2,1,0,2,3,8,0.651685393
Process25,0,0,2,1,0,3,0,6,0.775510204
Process25,0,0,2,1,0,3,1,7,0.469387755
Process25,0,0,2,1,0,3,2,8,0.476190476
Process25,0,0,2,1,0,3,3,9,0.371134021
Process25,0,0,2,1,1,0,0,4,0.695652174
Process25,0,0,2,1,1,0,1,5,0.659793814
Process25,0,0,2,1,1,0,2,6,0.559139785
Process25,0,0,2,1,1,0,3,7,0.387755102
Process25,0,0,2,1,1,1,0,5,0.646464646
Process25,0,0,2,1,1,1,1,6,0.294736842
Process25,0,0,2,1,1,1,2,7,0.450980392
Process25,0,0,2,1,1,1,3,8,0.208333333
Process25,0,0,2,1,1,2,0,6,0.708333333
Process25,0,0,2,1,1,2,1,7,0.511111111
Process25,0,0,2,1,1,2,2,8,0.325581395
Process25,0,0,2,1,1,2,3,9,0.545454545
Process25,0,0,2,1,1,3,0,7,0.715789474
Process25,0,0,2,1,1,3,1,8,0.755102041
Process25,0,0,2,1,1,3,2,9,0.5
Process25,0,0,2,1,1,3,3,10,0.382022472
Process25,0,0,2,1,2,0,0,5,0.601941748
Process25,0,0,2,1,2,0,1,6,0.526315789
Process25,0,0,2,1,2,0,2,7,0.563106796
Process25,0,0,2,1,2,0,3,8,0.714285714
Process25,0,0,2,1,2,1,0,6,0.594059406
Process25,0,0,2,1,2,1,1,7,0.703703704
Process25,0,0,2,1,2,1,2,8,0.490196078
Process25,0,0,2,1,2,1,3,9,0.519230769
Process25,0,0,2,1,2,2,0,7,0.808080808
Process25,0,0,2,1,2,2,1,8,0.693069307
Process25,0,0,2,1,2,2,2,9,0.46
Process25,0,0,2,1,2,2,3,10,0.408602151
Process25,0,0,2,1,2,3,0,8,0.686868687
Process25,0,0,2,1,2,3,1,9,0.465116279
Process25,0,0,2,1,2,3,2,10,0.404255319
Process25,0,0,2,1,2,3,3,11,0.1875
Process25,0,0,2,1,3,0,0,6,0.577319588
Process25,0,0,2,1,3,0,1,7,0.495049505
Process25,0,0,2,1,3,0,2,8,0.408163265
Process25,0,0,2,1,3,0,3,9,0.383838384
Process25,0,0,2,1,3,1,0,7,0.601941748
Process25,0,0,2,1,3,1,1,8,0.62
Process25,0,0,2,1,3,1,2,9,0.38
Process25,0,0,2,1,3,1,3,10,0.446808511
Process25,0,0,2,1,3,2,0,8,0.764705882
Process25,0,0,2,1,3,2,1,9,0.488888889
Process25,0,0,2,1,3,2,2,10,0.36
Process25,0,0,2,1,3,2,3,11,0.22
Process25,0,0,2,1,3,3,0,9,0.688172043
Process25,0,0,2,1,3,3,1,10,0.428571429
Process25,0,0,2,1,3,3,2,11,0.450980392
Process25,0,0,2,1,3,3,3,12,0.288659794
Process25,0,0,2,2,0,0,0,4,0.714285714
Process25,0,0,2,2,0,0,1,5,0.453608247
Process25,0,0,2,2,0,0,2,6,0.679245283
Process25,0,0,2,2,0,0,3,7,0.3
Process25,0,0,2,2,0,1,0,5,0.784313725
Process25,0,0,2,2,0,1,1,6,0.252631579
Process25,0,0,2,2,0,1,2,7,0.44
Process25,0,0,2,2,0,1,3,8,0.239130435
Process25,0,0,2,2,0,2,0,6,0.613861386
Process25,0,0,2,2,0,2,1,7,0.5
Process25,0,0,2,2,0,2,2,8,0.285714286
Process25,0,0,2,2,0,2,3,9,0.340425532
Process25,0,0,2,2,0,3,0,7,0.613861386
Process25,0,0,2,2,0,3,1,8,0.568421053
Process25,0,0,2,2,0,3,2,9,0.294736842
Process25,0,0,2,2,0,3,3,10,0.352941176
Process25,0,0,2,2,1,0,0,5,0.510204082
Process25,0,0,2,2,1,0,1,6,0.479166667
Process25,0,0,2,2,1,0,2,7,0.316831683
Process25,0,0,2,2,1,0,3,8,0.285714286
Process25,0,0,2,2,1,1,0,6,0.653061224
Process25,0,0,2,2,1,1,1,7,0.431372549
Process25,0,0,2,2,1,1,2,8,0.336842105
Process25,0,0,2,2,1,1,3,9,0.326923077
Process25,0,0,2,2,1,2,0,7,0.536082474
Process25,0,0,2,2,1,2,1,8,0.363636364
Process25,0,0,2,2,1,2,2,9,0.458333333
Process25,0,0,2,2,1,2,3,10,0.266666667
Process25,0,0,2,2,1,3,0,8,0.533333333
Process25,0,0,2,2,1,3,1,9,0.505050505
Process25,0,0,2,2,1,3,2,10,0.78
Process25,0,0,2,2,1,3,3,11,0.204081633
Process25,0,0,2,2,2,0,0,6,0.67961165
Process25,0,0,2,2,2,0,1,7,0.549019608
Process25,0,0,2,2,2,0,2,8,0.524271845
Process25,0,0,2,2,2,0,3,9,0.282608696
Process25,0,0,2,2,2,1,0,7,0.577319588
Process25,0,0,2,2,2,1,1,8,0.455445545
Process25,0,0,2,2,2,1,2,9,0.633663366
Process25,0,0,2,2,2,1,3,10,0.272727273
Process25,0,0,2,2,2,2,0,8,0.711538462
Process25,0,0,2,2,2,2,1,9,0.537634409
Process25,0,0,2,2,2,2,2,10,0.4
Process25,0,0,2,2,2,2,3,11,0.408163265
Process25,0,0,2,2,2,3,0,9,0.479166667
Process25,0,0,2,2,2,3,1,10,0.545454545
Process25,0,0,2,2,2,3,2,11,0.455445545
Process25,0,0,2,2,2,3,3,12,0.336842105
Process25,0,0,2,2,3,0,0,7,0.552380952
Process25,0,0,2,2,3,0,1,8,0.461538462
Process25,0,0,2,2,3,0,2,9,0.384615385
Process25,0,0,2,2,3,0,3,10,0.411764706
Process25,0,0,2,2,3,1,0,8,0.6875
Process25,0,0,2,2,3,1,1,9,0.404040404
Process25,0,0,2,2,3,1,2,10,0.307692308
Process25,0,0,2,2,3,1,3,11,0.303030303
Process25,0,0,2,2,3,2,0,9,0.524271845
Process25,0,0,2,2,3,2,1,10,0.461538462
Process25,0,0,2,2,3,2,2,11,0.40776699
Process25,0,0,2,2,3,2,3,12,0.233009709
Process25,0,0,2,2,3,3,0,10,0.647619048
Process25,0,0,2,2,3,3,1,11,0.346153846
Process25,0,0,2,2,3,3,2,12,0.470588235
Process25,0,0,2,2,3,3,3,13,0.301075269
Process25,0,0,2,3,0,0,0,5,0.47311828
Process25,0,0,2,3,0,0,1,6,0.333333333
Process25,0,0,2,3,0,0,2,7,0.242990654
Process25,0,0,2,3,0,0,3,8,0.349514563
Process25,0,0,2,3,0,1,0,6,0.592592593
Process25,0,0,2,3,0,1,1,7,0.554455446
Process25,0,0,2,3,0,1,2,8,0.3
Process25,0,0,2,3,0,1,3,9,0.309278351
Process25,0,0,2,3,0,2,0,7,0.557692308
Process25,0,0,2,3,0,2,1,8,0.547368421
Process25,0,0,2,3,0,2,2,9,0.263736264
Process25,0,0,2,3,0,2,3,10,0.495238095
Process25,0,0,2,3,0,3,0,8,0.5
Process25,0,0,2,3,0,3,1,9,0.483516484
Process25,0,0,2,3,0,3,2,10,0.424242424
Process25,0,0,2,3,0,3,3,11,0.363636364
Process25,0,0,2,3,1,0,0,6,0.489795918
Process25,0,0,2,3,1,0,1,7,0.416666667
Process25,0,0,2,3,1,0,2,8,0.191489362
Process25,0,0,2,3,1,0,3,9,0.244444444
Process25,0,0,2,3,1,1,0,7,0.571428571
Process25,0,0,2,3,1,1,1,8,0.484848485
Process25,0,0,2,3,1,1,2,9,0.626262626
Process25,0,0,2,3,1,1,3,10,0.273684211
Process25,0,0,2,3,1,2,0,8,0.474226804
Process25,0,0,2,3,1,2,1,9,0.582524272
Process25,0,0,2,3,1,2,2,10,0.416666667
Process25,0,0,2,3,1,2,3,11,0.274509804
Process25,0,0,2,3,1,3,0,9,0.463157895
Process25,0,0,2,3,1,3,1,10,0.344086022
Process25,0,0,2,3,1,3,2,11,0.428571429
Process25,0,0,2,3,1,3,3,12,0.378947368
Process25,0,0,2,3,2,0,0,7,0.485436893
Process25,0,0,2,3,2,0,1,8,0.419047619
Process25,0,0,2,3,2,0,2,9,0.615384615
Process25,0,0,2,3,2,0,3,10,0.38
Process25,0,0,2,3,2,1,0,8,0.476190476
Process25,0,0,2,3,2,1,1,9,0.326530612
Process25,0,0,2,3,2,1,2,10,0.363636364
Process25,0,0,2,3,2,1,3,11,0.196078431
Process25,0,0,2,3,2,2,0,9,0.582524272
Process25,0,0,2,3,2,2,1,10,0.42
Process25,0,0,2,3,2,2,2,11,0.510638298
Process25,0,0,2,3,2,2,3,12,0.432989691
Process25,0,0,2,3,2,3,0,10,0.596153846
Process25,0,0,2,3,2,3,1,11,0.455445545
Process25,0,0,2,3,2,3,2,12,0.34
Process25,0,0,2,3,2,3,3,13,0.329896907
Process25,0,0,2,3,3,0,0,8,0.553571429
Process25,0,0,2,3,3,0,1,9,0.365591398
Process25,0,0,2,3,3,0,2,10,0.340425532
Process25,0,0,2,3,3,0,3,11,0.326530612
Process25,0,0,2,3,3,1,0,9,0.383838384
Process25,0,0,2,3,3,1,1,10,0.392156863
Process25,0,0,2,3,3,1,2,11,0.431372549
Process25,0,0,2,3,3,1,3,12,0.213592233
Process25,0,0,2,3,3,2,0,10,0.495238095
Process25,0,0,2,3,3,2,1,11,0.383838384
Process25,0,0,2,3,3,2,2,12,0.257425743
Process25,0,0,2,3,3,2,3,13,0.435643564
Process25,0,0,2,3,3,3,0,11,0.660194175
Process25,0,0,2,3,3,3,1,12,0.291666667
Process25,0,0,2,3,3,3,2,13,0.361702128
Process25,0,0,2,3,3,3,3,14,0.26
Process25,0,0,3,0,0,0,0,3,0.85106383
Process25,0,0,3,0,0,0,1,4,0.615384615
Process25,0,0,3,0,0,0,2,5,0.326923077
Process25,0,0,3,0,0,0,3,6,0.357894737
Process25,0,0,3,0,0,1,0,4,0.826086957
Process25,0,0,3,0,0,1,1,5,0.457831325
Process25,0,0,3,0,0,1,2,6,0.325
Process25,0,0,3,0,0,1,3,7,0.279569892
Process25,0,0,3,0,0,2,0,5,0.897959184
Process25,0,0,3,0,0,2,1,6,0.612244898
Process25,0,0,3,0,0,2,2,7,0.549450549
Process25,0,0,3,0,0,2,3,8,0.466666667
Process25,0,0,3,0,0,3,0,6,0.786516854
Process25,0,0,3,0,0,3,1,7,0.470588235
Process25,0,0,3,0,0,3,2,8,0.428571429
Process25,0,0,3,0,0,3,3,9,0.534883721
Process25,0,0,3,0,1,0,0,4,0.75
Process25,0,0,3,0,1,0,1,5,0.625
Process25,0,0,3,0,1,0,2,6,0.344086022
Process25,0,0,3,0,1,0,3,7,0.386363636
Process25,0,0,3,0,1,1,0,5,0.764044944
Process25,0,0,3,0,1,1,1,6,0.489361702
Process25,0,0,3,0,1,1,2,7,0.464646465
Process25,0,0,3,0,1,1,3,8,0.404494382
Process25,0,0,3,0,1,2,0,6,0.75
Process25,0,0,3,0,1,2,1,7,0.729166667
Process25,0,0,3,0,1,2,2,8,0.474226804
Process25,0,0,3,0,1,2,3,9,0.408602151
Process25,0,0,3,0,1,3,0,7,0.682926829
Process25,0,0,3,0,1,3,1,8,0.533333333
Process25,0,0,3,0,1,3,2,9,0.271604938
Process25,0,0,3,0,1,3,3,10,0.282352941
Process25,0,0,3,0,2,0,0,5,0.821052632
Process25,0,0,3,0,2,0,1,6,0.516129032
Process25,0,0,3,0,2,0,2,7,0.273684211
Process25,0,0,3,0,2,0,3,8,0.417582418
Process25,0,0,3,0,2,1,0,6,0.777777778
Process25,0,0,3,0,2,1,1,7,0.553191489
Process25,0,0,3,0,2,1,2,8,0.529411765
Process25,0,0,3,0,2,1,3,9,0.551020408
Process25,0,0,3,0,2,2,0,7,0.769230769
Process25,0,0,3,0,2,2,1,8,0.632653061
Process25,0,0,3,0,2,2,2,9,0.593406593
Process25,0,0,3,0,2,2,3,10,0.311111111
Process25,0,0,3,0,2,3,0,8,0.720930233
Process25,0,0,3,0,2,3,1,9,0.734693878
Process25,0,0,3,0,2,3,2,10,0.333333333
Process25,0,0,3,0,2,3,3,11,0.436781609
Process25,0,0,3,0,3,0,0,6,0.868686869
Process25,0,0,3,0,3,0,1,7,0.639175258
Process25,0,0,3,0,3,0,2,8,0.367816092
Process25,0,0,3,0,3,0,3,9,0.279569892
Process25,0,0,3,0,3,1,0,7,0.689655172
Process25,0,0,3,0,3,1,1,8,0.43956044
Process25,0,0,3,0,3,1,2,9,0.404494382
Process25,0,0,3,0,3,1,3,10,0.289156627
Process25,0,0,3,0,3,2,0,8,0.833333333
Process25,0,0,3,0,3,2,1,9,0.363636364
Process25,0,0,3,0,3,2,2,10,0.409090909
Process25,0,0,3,0,3,2,3,11,0.263736264
Process25,0,0,3,0,3,3,0,9,0.8125
Process25,0,0,3,0,3,3,1,10,0.644444444
Process25,0,0,3,0,3,3,2,11,0.380952381
Process25,0,0,3,0,3,3,3,12,0.243902439
Process25,0,0,3,1,0,0,0,4,0.714285714
Process25,0,0,3,1,0,0,1,5,0.404255319
Process25,0,0,3,1,0,0,2,6,0.604166667
Process25,0,0,3,1,0,0,3,7,0.387096774
Process25,0,0,3,1,0,1,0,5,0.551020408
Process25,0,0,3,1,0,1,1,6,0.428571429
Process25,0,0,3,1,0,1,2,7,0.38
Process25,0,0,3,1,0,1,3,8,0.314606742
Process25,0,0,3,1,0,2,0,6,0.688172043
Process25,0,0,3,1,0,2,1,7,0.463414634
Process25,0,0,3,1,0,2,2,8,0.275862069
Process25,0,0,3,1,0,2,3,9,0.239130435
Process25,0,0,3,1,0,3,0,7,0.612244898
Process25,0,0,3,1,0,3,1,8,0.734693878
Process25,0,0,3,1,0,3,2,9,0.382978723
Process25,0,0,3,1,0,3,3,10,0.617283951
Process25,0,0,3,1,1,0,0,5,0.72
Process25,0,0,3,1,1,0,1,6,0.589473684
Process25,0,0,3,1,1,0,2,7,0.431818182
Process25,0,0,3,1,1,0,3,8,0.291666667
Process25,0,0,3,1,1,1,0,6,0.757894737
Process25,0,0,3,1,1,1,1,7,0.539325843
Process25,0,0,3,1,1,1,2,8,0.313253012
Process25,0,0,3,1,1,1,3,9,0.168674699
Process25,0,0,3,1,1,2,0,7,0.595238095
Process25,0,0,3,1,1,2,1,8,0.444444444
Process25,0,0,3,1,1,2,2,9,0.261904762
Process25,0,0,3,1,1,2,3,10,0.25
Process25,0,0,3,1,1,3,0,8,0.643678161
Process25,0,0,3,1,1,3,1,9,0.516129032
Process25,0,0,3,1,1,3,2,10,0.192771084
Process25,0,0,3,1,1,3,3,11,0.247191011
Process25,0,0,3,1,2,0,0,6,0.634615385
Process25,0,0,3,1,2,0,1,7,0.742857143
Process25,0,0,3,1,2,0,2,8,0.484210526
Process25,0,0,3,1,2,0,3,9,0.25
Process25,0,0,3,1,2,1,0,7,0.681818182
Process25,0,0,3,1,2,1,1,8,0.597938144
Process25,0,0,3,1,2,1,2,9,0.263736264
Process25,0,0,3,1,2,1,3,10,0.354166667
Process25,0,0,3,1,2,2,0,8,0.644444444
Process25,0,0,3,1,2,2,1,9,0.442105263
Process25,0,0,3,1,2,2,2,10,0.4
Process25,0,0,3,1,2,2,3,11,0.191489362
Process25,0,0,3,1,2,3,0,9,0.554216867
Process25,0,0,3,1,2,3,1,10,0.607843137
Process25,0,0,3,1,2,3,2,11,0.5625
Process25,0,0,3,1,2,3,3,12,0.372093023
Process25,0,0,3,1,3,0,0,7,0.510204082
Process25,0,0,3,1,3,0,1,8,0.355555556
Process25,0,0,3,1,3,0,2,9,0.413043478
Process25,0,0,3,1,3,0,3,10,0.561797753
Process25,0,0,3,1,3,1,0,8,0.634615385
Process25,0,0,3,1,3,1,1,9,0.6
Process25,0,0,3,1,3,1,2,10,0.311111111
Process25,0,0,3,1,3,1,3,11,0.490196078
Process25,0,0,3,1,3,2,0,9,0.64516129
Process25,0,0,3,1,3,2,1,10,0.288888889
Process25,0,0,3,1,3,2,2,11,0.4375
Process25,0,0,3,1,3,2,3,12,0.386363636
Process25,0,0,3,1,3,3,0,10,0.757894737
Process25,0,0,3,1,3,3,1,11,0.556701031
Process25,0,0,3,1,3,3,2,12,0.350515464
Process25,0,0,3,1,3,3,3,13,0.447058824
Process25,0,0,3,2,0,0,0,5,0.638297872
Process25,0,0,3,2,0,0,1,6,0.549019608
Process25,0,0,3,2,0,0,2,7,0.276595745
Process25,0,0,3,2,0,0,3,8,0.29787234
Process25,0,0,3,2,0,1,0,6,0.522727273
Process25,0,0,3,2,0,1,1,7,0.494623656
Process25,0,0,3,2,0,1,2,8,0.298850575
Process25,0,0,3,2,0,1,3,9,0.4375
Process25,0,0,3,2,0,2,0,7,0.463157895
Process25,0,0,3,2,0,2,1,8,0.415841584
Process25,0,0,3,2,0,2,2,9,0.260869565
Process25,0,0,3,2,0,2,3,10,0.320987654
Process25,0,0,3,2,0,3,0,8,0.618556701
Process25,0,0,3,2,0,3,1,9,0.556701031
Process25,0,0,3,2,0,3,2,10,0.52173913
Process25,0,0,3,2,0,3,3,11,0.23255814
Process25,0,0,3,2,1,0,0,6,0.526315789
Process25,0,0,3,2,1,0,1,7,0.523809524
Process25,0,0,3,2,1,0,2,8,0.361702128
Process25,0,0,3,2,1,0,3,9,0.4375
Process25,0,0,3,2,1,1,0,7,0.652631579
Process25,0,0,3,2,1,1,1,8,0.318181818
Process25,0,0,3,2,1,1,2,9,0.495238095
Process25,0,0,3,2,1,1,3,10,0.40776699
Process25,0,0,3,2,1,2,0,8,0.715789474
Process25,0,0,3,2,1,2,1,9,0.585858586
Process25,0,0,3,2,1,2,2,10,0.255813953
Process25,0,0,3,2,1,2,3,11,0.357142857
Process25,0,0,3,2,1,3,0,9,0.597701149
Process25,0,0,3,2,1,3,1,10,0.38
Process25,0,0,3,2,1,3,2,11,0.408163265
Process25,0,0,3,2,1,3,3,12,0.375
Process25,0,0,3,2,2,0,0,7,0.489361702
Process25,0,0,3,2,2,0,1,8,0.479166667
Process25,0,0,3,2,2,0,2,9,0.446808511
Process25,0,0,3,2,2,0,3,10,0.304347826
Process25,0,0,3,2,2,1,0,8,0.469387755
Process25,0,0,3,2,2,1,1,9,0.530612245
Process25,0,0,3,2,2,1,2,10,0.285714286
Process25,0,0,3,2,2,1,3,11,0.19047619
Process25,0,0,3,2,2,2,0,9,0.571428571
Process25,0,0,3,2,2,2,1,10,0.337078652
Process25,0,0,3,2,2,2,2,11,0.329896907
Process25,0,0,3,2,2,2,3,12,0.313253012
Process25,0,0,3,2,2,3,0,10,0.568181818
Process25,0,0,3,2,2,3,1,11,0.363636364
Process25,0,0,3,2,2,3,2,12,0.387755102
Process25,0,0,3,2,2,3,3,13,0.275862069
Process25,0,0,3,2,3,0,0,8,0.574257426
Process25,0,0,3,2,3,0,1,9,0.604166667
Process25,0,0,3,2,3,0,2,10,0.294736842
Process25,0,0,3,2,3,0,3,11,0.193548387
Process25,0,0,3,2,3,1,0,9,0.714285714
Process25,0,0,3,2,3,1,1,10,0.597701149
Process25,0,0,3,2,3,1,2,11,0.265306122
Process25,0,0,3,2,3,1,3,12,0.197802198
Process25,0,0,3,2,3,2,0,10,0.559139785
Process25,0,0,3,2,3,2,1,11,0.202247191
Process25,0,0,3,2,3,2,2,12,0.505263158
Process25,0,0,3,2,3,2,3,13,0.215686275
Process25,0,0,3,2,3,3,0,11,0.333333333
Process25,0,0,3,2,3,3,1,12,0.390804598
Process25,0,0,3,2,3,3,2,13,0.350515464
Process25,0,0,3,2,3,3,3,14,0.347826087
Process25,0,0,3,3,0,0,0,6,0.468085106
Process25,0,0,3,3,0,0,1,7,0.274509804
Process25,0,0,3,3,0,0,2,8,0.265306122
Process25,0,0,3,3,0,0,3,9,0.211764706
Process25,0,0,3,3,0,1,0,7,0.454545455
Process25,0,0,3,3,0,1,1,8,0.423076923
Process25,0,0,3,3,0,1,2,9,0.457142857
Process25,0,0,3,3,0,1,3,10,0.238095238
Process25,0,0,3,3,0,2,0,8,0.483516484
Process25,0,0,3,3,0,2,1,9,0.344086022
Process25,0,0,3,3,0,2,2,10,0.326086957
Process25,0,0,3,3,0,2,3,11,0.323809524
Process25,0,0,3,3,0,3,0,9,0.365853659
Process25,0,0,3,3,0,3,1,10,0.3
Process25,0,0,3,3,0,3,2,11,0.304347826
Process25,0,0,3,3,0,3,3,12,0.311111111
Process25,0,0,3,3,1,0,0,7,0.409090909
Process25,0,0,3,3,1,0,1,8,0.475247525
Process25,0,0,3,3,1,0,2,9,0.241758242
Process25,0,0,3,3,1,0,3,10,0.294736842
Process25,0,0,3,3,1,1,0,8,0.551020408
Process25,0,0,3,3,1,1,1,9,0.423529412
Process25,0,0,3,3,1,1,2,10,0.301075269
Process25,0,0,3,3,1,1,3,11,0.32
Process25,0,0,3,3,1,2,0,9,0.463157895
Process25,0,0,3,3,1,2,1,10,0.347826087
Process25,0,0,3,3,1,2,2,11,0.383838384
Process25,0,0,3,3,1,2,3,12,0.371134021
Process25,0,0,3,3,1,3,0,10,0.483516484
Process25,0,0,3,3,1,3,1,11,0.543478261
Process25,0,0,3,3,1,3,2,12,0.510204082
Process25,0,0,3,3,1,3,3,13,0.204545455
Process25,0,0,3,3,2,0,0,8,0.5625
Process25,0,0,3,3,2,0,1,9,0.288888889
Process25,0,0,3,3,2,0,2,10,0.202247191
Process25,0,0,3,3,2,0,3,11,0.307692308
Process25,0,0,3,3,2,1,0,9,0.566037736
Process25,0,0,3,3,2,1,1,10,0.244897959
Process25,0,0,3,3,2,1,2,11,0.210526316
Process25,0,0,3,3,2,1,3,12,0.195652174
Process25,0,0,3,3,2,2,0,10,0.555555556
Process25,0,0,3,3,2,2,1,11,0.411764706
Process25,0,0,3,3,2,2,2,12,0.326530612
Process25,0,0,3,3,2,2,3,13,0.319148936
Process25,0,0,3,3,2,3,0,11,0.373626374
Process25,0,0,3,3,2,3,1,12,0.258064516
Process25,0,0,3,3,2,3,2,13,0.363636364
Process25,0,0,3,3,2,3,3,14,0.292134831
Process25,0,0,3,3,3,0,0,9,0.446601942
Process25,0,0,3,3,3,0,1,10,0.424242424
Process25,0,0,3,3,3,0,2,11,0.304347826
Process25,0,0,3,3,3,0,3,12,0.304347826
Process25,0,0,3,3,3,1,0,10,0.5
Process25,0,0,3,3,3,1,1,11,0.424242424
Process25,0,0,3,3,3,1,2,12,0.404255319
Process25,0,0,3,3,3,1,3,13,0.291666667
Process25,0,0,3,3,3,2,0,11,0.581818182
Process25,0,0,3,3,3,2,1,12,0.333333333
Process25,0,0,3,3,3,2,2,13,0.422222222
Process25,0,0,3,3,3,2,3,14,0.444444444
Process25,0,0,3,3,3,3,0,12,0.344086022
Process25,0,0,3,3,3,3,1,13,0.359550562
Process25,0,0,3,3,3,3,2,14,0.25
Process25,0,0,3,3,3,3,3,15,0.195652174
Process25,0,1,0,0,0,0,0,1,0.990825688
Process25,0,1,0,0,0,0,1,2,0.654205607
Process25,0,1,0,0,0,0,2,3,0.596153846
Process25,0,1,0,0,0,0,3,4,0.526315789
Process25,0,1,0,0,0,1,0,2,0.981481481
Process25,0,1,0,0,0,1,1,3,0.647058824
Process25,0,1,0,0,0,1,2,4,0.555555556
Process25,0,1,0,0,0,1,3,5,0.288461538
Process25,0,1,0,0,0,2,0,3,0.971962617
Process25,0,1,0,0,0,2,1,4,0.728971963
Process25,0,1,0,0,0,2,2,5,0.635514019
Process25,0,1,0,0,0,2,3,6,0.411214953
Process25,0,1,0,0,0,3,0,4,0.962264151
Process25,0,1,0,0,0,3,1,5,0.830188679
Process25,0,1,0,0,0,3,2,6,0.480769231
Process25,0,1,0,0,0,3,3,7,0.403846154
Process25,0,1,0,0,1,0,0,2,0.981818182
Process25,0,1,0,0,1,0,1,3,0.727272727
Process25,0,1,0,0,1,0,2,4,0.38
Process25,0,1,0,0,1,0,3,5,0.351851852
Process25,0,1,0,0,1,1,0,3,0.972477064
Process25,0,1,0,0,1,1,1,4,0.577319588
Process25,0,1,0,0,1,1,2,5,0.380952381
Process25,0,1,0,0,1,1,3,6,0.336633663
Process25,0,1,0,0,1,2,0,4,0.962962963
Process25,0,1,0,0,1,2,1,5,0.537037037
Process25,0,1,0,0,1,2,2,6,0.596153846
Process25,0,1,0,0,1,2,3,7,0.480769231
Process25,0,1,0,0,1,3,0,5,0.962264151
Process25,0,1,0,0,1,3,1,6,0.754716981
Process25,0,1,0,0,1,3,2,7,0.484848485
Process25,0,1,0,0,1,3,3,8,0.306122449
Process25,0,1,0,0,2,0,0,3,0.972972973
Process25,0,1,0,0,2,0,1,4,0.660550459
Process25,0,1,0,0,2,0,2,5,0.466019417
Process25,0,1,0,0,2,0,3,6,0.309278351
Process25,0,1,0,0,2,1,0,4,0.963636364
Process25,0,1,0,0,2,1,1,5,0.80733945
Process25,0,1,0,0,2,1,2,6,0.563106796
Process25,0,1,0,0,2,1,3,7,0.37254902
Process25,0,1,0,0,2,2,0,5,0.95412844
Process25,0,1,0,0,2,2,1,6,0.626262626
Process25,0,1,0,0,2,2,2,7,0.587155963
Process25,0,1,0,0,2,2,3,8,0.407407407
Process25,0,1,0,0,2,3,0,6,0.944444444
Process25,0,1,0,0,2,3,1,7,0.518518519
Process25,0,1,0,0,2,3,2,8,0.574074074
Process25,0,1,0,0,2,3,3,9,0.352941176
Process25,0,1,0,0,3,0,0,4,0.981818182
